,카테고리,위도,경도
2279,보안등,37.5681951924,126.8160223055
2280,보안등,37.5679662671,126.8160335086
2281,보안등,37.5682012961,126.81537267879999
2282,보안등,37.5678716619,126.815398055
2283,보안등,37.5678621429,126.8150727648
2284,보안등,37.5678839702,126.8146279793
2285,보안등,37.5679755067,126.81428115809999
2286,보안등,37.5679633523,126.8148605057
2287,보안등,37.5681472582,126.815156275
2288,보안등,37.5684547382,126.8148500076
2289,보안등,37.5688559133,126.8147111449
2290,보안등,37.5687985787,126.81457636040001
2291,보안등,37.568911836,126.81366226790001
2292,보안등,37.5689766236,126.8138374435
2293,보안등,37.5685116028,126.81428390200001
2294,보안등,37.5685668433,126.8140610009
2295,보안등,37.5686355882,126.8138317271
2296,보안등,37.5684307225,126.8137875258
2297,보안등,37.5687019474,126.813746667
2298,보안등,37.5682801219,126.8143887271
2299,보안등,37.5683613816,126.8144969641
2300,보안등,37.5681177841,126.8138300728
2301,보안등,37.5682820207,126.81364946139999
2302,보안등,37.5680019318,126.8134404141
2303,보안등,37.5682589554,126.8129658357
2304,보안등,37.5687147899,126.81332091510001
2305,보안등,37.5690066169,126.8132038236
2306,보안등,37.5688223412,126.81341754030001
2307,보안등,37.5692369314,126.8139584793
2308,보안등,37.569266288899996,126.8142923289
2309,보안등,37.5691818712,126.8142958211
2310,보안등,37.5692370346,126.8144247254
2311,보안등,37.5694550587,126.8144142233
2312,보안등,37.569019020300004,126.81490068
2313,보안등,37.5686501059,126.81515797540001
2314,보안등,37.5687565861,126.8150318413
2315,보안등,37.568931803699996,126.8151879548
2316,보안등,37.5691903713,126.8151190599
2317,보안등,37.5696129807,126.8152041564
2318,보안등,37.5696469659,126.8151003861
2319,보안등,37.5697682435,126.81493029399999
2320,보안등,37.5695003011,126.81488126459999
2321,보안등,37.5693237153,126.8150595298
2322,보안등,37.5700419844,126.81522992379999
2323,보안등,37.5700419844,126.81522992379999
2324,보안등,37.5698665444,126.8142434098
2325,보안등,37.5704058234,126.8138073985
2326,보안등,37.5698665444,126.8142434098
2327,보안등,37.5704058234,126.8138073985
2328,보안등,37.5700355265,126.81352940709999
2329,보안등,37.5698270324,126.8136409712
2330,보안등,37.5697776039,126.8138922738
2331,보안등,37.5696166508,126.8138126457
2332,보안등,37.5693383632,126.8138313363
2333,보안등,37.5693383632,126.8138313363
2334,보안등,37.5693336429,126.81346663629999
2335,보안등,37.5694957193,126.8132877244
2336,보안등,37.5695519318,126.8133956849
2337,보안등,37.5697330519,126.8130667417
2338,보안등,37.5697213354,126.813235318
2339,보안등,37.5700355265,126.81352940709999
2340,보안등,37.5700568674,126.81312253
2341,보안등,37.5702203932,126.8132335059
2342,보안등,37.5702203932,126.8132335059
2343,보안등,37.5704504895,126.8133362792
2344,보안등,37.5705965864,126.81313736860001
2345,보안등,37.570674661999995,126.813453557
2346,보안등,37.5708707228,126.8131715482
2347,보안등,37.5710204578,126.8131081236
2348,보안등,37.5708424949,126.8128701764
2349,보안등,37.5704324677,126.81270933219999
2350,보안등,37.5713334773,126.81283272489999
2351,보안등,37.571421369,126.812350171
2352,보안등,37.5715083359,126.812646983
2353,보안등,37.5724203713,126.81353183790002
2354,보안등,37.5721476861,126.813903356
2355,보안등,37.5719586764,126.81402958950001
2356,보안등,37.5718345467,126.81398971280001
2357,보안등,37.571689763,126.8138792523
2358,보안등,37.571060715,126.81383859530001
2359,보안등,37.571060715,126.81383859530001
2360,보안등,37.571060715,126.81383859530001
2361,보안등,37.571060715,126.81383859530001
2362,보안등,37.571060715,126.81383859530001
2363,보안등,37.571060715,126.81383859530001
2364,보안등,37.571060715,126.81383859530001
2365,보안등,37.5704208187,126.8149782591
2366,보안등,37.5708996687,126.8155935432
2367,보안등,37.5703779982,126.81530867040001
2368,보안등,37.5707748779,126.81530338889999
2369,보안등,37.5713532813,126.8155693325
2370,보안등,37.5713532813,126.8155693325
2371,보안등,37.5718998089,126.8148687601
2372,보안등,37.571060715,126.81383859530001
2373,보안등,37.571701626599996,126.8143754819
2374,보안등,37.5718306712,126.814389651
2375,보안등,37.5722136004,126.814394021
2376,보안등,37.5720318992,126.8145272535
2377,보안등,37.5718998089,126.8148687601
2378,보안등,37.5720380404,126.8153411341
2379,보안등,37.5720802767,126.8152130025
2380,보안등,37.5722031556,126.8150872749
2381,보안등,37.572363436399996,126.8148534627
2382,보안등,37.5723882623,126.8147121291
2383,보안등,37.5723855266,126.8141754602
2384,보안등,37.5723855266,126.8141754602
2385,보안등,37.572582132,126.8143526943
2386,보안등,37.5726874819,126.8147118405
2387,보안등,37.5725667162,126.8150358892
2388,보안등,37.5727658937,126.81536061850001
2389,보안등,37.5729035782,126.81525353129999
2390,보안등,37.5723334093,126.81535591309999
2391,보안등,37.5722031556,126.8150872749
2392,보안등,37.5731157793,126.81526444030001
2393,보안등,37.5729450648,126.8148195345
2394,보안등,37.5728442136,126.81451346629999
2395,보안등,37.572986769,126.81446771959999
2396,보안등,37.5730588356,126.8144595036
2397,보안등,37.572741133,126.81427985200001
2398,보안등,37.5726638952,126.8139793866
2399,보안등,37.5728208361,126.8142576934
2400,보안등,37.5730522308,126.8139839675
2401,보안등,37.5730933822,126.813683093
2402,보안등,37.573313241,126.8133512082
2403,보안등,37.5729295402,126.81320081790001
2404,보안등,37.5729295402,126.81320081790001
2405,보안등,37.5727443875,126.8136007609
2406,보안등,37.5725358001,126.8139960059
2407,보안등,37.5723855266,126.8141754602
2408,보안등,37.5724203713,126.81353183790002
2409,보안등,37.571060715,126.81383859530001
2410,보안등,37.5724203713,126.81353183790002
2411,보안등,37.5724203713,126.81353183790002
2412,보안등,37.5724203713,126.81353183790002
2413,보안등,37.571060715,126.81383859530001
2414,보안등,37.5724203713,126.81353183790002
2415,보안등,37.5721860684,126.81259332709999
2416,보안등,37.572338476300004,126.812851944
2417,보안등,37.5724023919,126.8125900683
2418,보안등,37.572397892,126.8122530866
2419,보안등,37.5727351314,126.8123647602
2420,보안등,37.5725923337,126.8116919231
2421,보안등,37.5724856062,126.81285044379999
2422,보안등,37.5727193267,126.812852123
2423,보안등,37.5729639802,126.812987124
2424,보안등,37.5731222983,126.8125411731
2425,보안등,37.573025266,126.8123172807
2426,보안등,37.5729737939,126.81207482290002
2427,보안등,37.572936444,126.81176146690001
2428,보안등,37.5731540651,126.8120637291
2429,보안등,37.5732487587,126.8148571573
2430,보안등,37.5730011967,126.8174808352
2431,보안등,37.572787522,126.81791581610001
2432,보안등,37.5725554078,126.8179624533
2433,보안등,37.5731267725,126.81845948200001
2434,보안등,37.572709344699994,126.8184611744
2435,보안등,37.5730976507,126.8189747255
2436,보안등,37.5730976507,126.8189747255
2437,보안등,37.572741911,126.8198403166
2438,보안등,37.5727409649,126.820106111
2439,보안등,37.5730188209,126.8208695413
2440,보안등,37.5730188209,126.8208695413
2441,보안등,37.5730188209,126.8208695413
2442,보안등,37.572741031,126.8212767056
2443,보안등,37.572741031,126.8212767056
2444,보안등,37.5725180873,126.82059838379999
2445,보안등,37.5726455345,126.8201553558
2446,보안등,37.572741911,126.8198403166
2447,보안등,37.5726035911,126.81906308469999
2448,보안등,37.5722149206,126.8183709101
2449,보안등,37.5724759599,126.8193243171
2450,보안등,37.5720676389,126.8196250528
2451,보안등,37.57220521,126.8199131509
2452,보안등,37.5716910437,126.81999249549999
2453,보안등,37.57220521,126.8199131509
2454,보안등,37.572319883,126.8200749754
2455,보안등,37.5724058091,126.820588918
2456,보안등,37.572478320900004,126.8207549201
2457,보안등,37.5725539151,126.8211713116
2458,보안등,37.5726199634,126.82141294719999
2459,보안등,37.5726199634,126.82141294719999
2460,보안등,37.5726199634,126.82141294719999
2461,보안등,37.5722126682,126.8219193514
2462,보안등,37.5722126682,126.8219193514
2463,보안등,37.5722126682,126.8219193514
2464,보안등,37.5721461692,126.821259789
2465,보안등,37.5721461692,126.821259789
2466,보안등,37.571337998699995,126.82246806360001
2467,보안등,37.5700807515,126.82258797860001
2468,보안등,37.568109229099996,126.8223108057
2469,보안등,37.568109229099996,126.8223108057
2470,보안등,37.5678460525,126.8230933611
2471,보안등,37.5703507476,126.8195942158
2472,보안등,37.5702216617,126.81990672049999
2473,보안등,37.5705080554,126.8203585886
2474,보안등,37.5705999734,126.8207251233
2475,보안등,37.5707747233,126.8211720566
2476,보안등,37.570858397600006,126.8214511124
2477,보안등,37.570995727399996,126.82158243239999
2478,보안등,37.5712183984,126.8219041733
2479,보안등,37.5712183984,126.8219041733
2480,보안등,37.5721461692,126.821259789
2481,보안등,37.5715340956,126.8207063574
2482,보안등,37.5717122063,126.82081460030001
2483,보안등,37.5718788683,126.8204443829
2484,보안등,37.5713193016,126.8199978049
2485,보안등,37.5713193016,126.8199978049
2486,보안등,37.5713193016,126.8199978049
2487,보안등,37.5713193016,126.8199978049
2488,보안등,37.5710043664,126.81914777600001
2489,보안등,37.5709298352,126.81895903110001
2490,보안등,37.5710088415,126.81854114379999
2491,보안등,37.571099401,126.817262252
2492,보안등,37.571099401,126.817262252
2493,보안등,37.5710342701,126.81779398329999
2494,보안등,37.5710825073,126.8181082135
2495,보안등,37.5710825073,126.8181082135
2496,보안등,37.5710825073,126.8181082135
2497,보안등,37.5713501509,126.8184908485
2498,보안등,37.571346249499996,126.818707744
2499,보안등,37.5715235666,126.8185913999
2500,보안등,37.5717393513,126.8178286021
2501,보안등,37.5717393513,126.8178286021
2502,보안등,37.5716652248,126.81697119649999
2503,보안등,37.5718328115,126.8174961383
2504,보안등,37.571856658,126.8181775323
2505,보안등,37.5717475066,126.8186780191
2506,보안등,37.5722149206,126.8183709101
2507,보안등,37.5722149206,126.8183709101
2508,보안등,37.5722014302,126.8175687047
2509,보안등,37.5720984959,126.8173092786
2510,보안등,37.5719772642,126.8170455965
2511,보안등,37.5723077583,126.8179259269
2512,보안등,37.572265715,126.8180642448
2513,보안등,37.5726049556,126.8175494953
2514,보안등,37.572787522,126.81791581610001
2515,보안등,37.572906927800005,126.8172317997
2516,보안등,37.57313168,126.8170859017
2517,보안등,37.567405561,126.81498469879999
2518,보안등,37.5671618513,126.81493312049999
2519,보안등,37.5671256831,126.8148512598
2520,보안등,37.5669355984,126.8149822391
2521,보안등,37.566752061500004,126.81480713479999
2522,보안등,37.566974972,126.8146377025
2523,보안등,37.567017211599996,126.81474162010001
2524,보안등,37.5670419863,126.814567811
2525,보안등,37.5673459971,126.8143481456
2526,보안등,37.5673459971,126.8143481456
2527,보안등,37.5670571493,126.8144124757
2528,보안등,37.567261180500005,126.8140409291
2529,보안등,37.5669215455,126.81395190010001
2530,보안등,37.5673118794,126.8137950651
2531,보안등,37.5672028776,126.8135214142
2532,보안등,37.5670219676,126.81335649360001
2533,보안등,37.5669812302,126.8135767511
2534,보안등,37.5669156294,126.8132863544
2535,보안등,37.5668300306,126.8131697555
2536,보안등,,
2537,보안등,37.566679563899996,126.813169339
2538,보안등,37.566673838,126.81347983399999
2539,보안등,37.5668208859,126.8136545729
2540,보안등,37.566675126199996,126.8139536449
2541,보안등,37.5667524832,126.81444447209999
2542,보안등,37.5666416802,126.81474368209999
2543,보안등,37.5667132485,126.81499218379999
2544,보안등,37.567242751500004,126.8157337471
2545,보안등,37.567242751500004,126.8157337471
2546,보안등,37.5669602379,126.8161628695
2547,보안등,37.5668393477,126.8156577713
2548,보안등,37.566671591900004,126.8154331626
2549,보안등,37.567024099,126.815284579
2550,보안등,37.5667672046,126.8152712909
2551,보안등,37.5666462988,126.8152762303
2552,보안등,37.566565914,126.8155540839
2553,보안등,37.566403326599996,126.8156964248
2554,보안등,37.566140106,126.8157285399
2555,보안등,37.566236343,126.81585088709998
2556,보안등,37.566217315799996,126.81624528620002
2557,보안등,37.566641698299996,126.816080684
2558,보안등,37.5667083008,126.8157461562
2559,보안등,37.5659267361,126.816123869
2560,보안등,37.5656470148,126.8160323078
2561,보안등,37.5658110153,126.8158714026
2562,보안등,37.5658979719,126.8155895743
2563,보안등,37.5661579065,126.81553030139999
2564,보안등,37.5662466113,126.8154450773
2565,보안등,37.5663159739,126.81532085040001
2566,보안등,37.5658930728,126.8152797881
2567,보안등,37.5655280881,126.8152851037
2568,보안등,37.5654182944,126.81542437
2569,보안등,37.5657028261,126.8155957148
2570,보안등,37.5652109779,126.8154259002
2571,보안등,37.5649892672,126.8152685505
2572,보안등,37.5649868847,126.8155311517
2573,보안등,37.5650196509,126.81620510350001
2574,보안등,37.5647216594,126.8155487838
2575,보안등,37.5647216594,126.8155487838
2576,보안등,37.5646212627,126.81599419610001
2577,보안등,37.5649147092,126.81616280290001
2578,보안등,37.5644298228,126.8152579341
2579,보안등,37.564659154699996,126.81527627
2580,보안등,37.564362241,126.8147358576
2581,보안등,37.5645327406,126.8150431907
2582,보안등,37.5644869414,126.8146802004
2583,보안등,37.5643239361,126.81461303180001
2584,보안등,37.5643470621,126.81442214180001
2585,보안등,37.5644441067,126.81414051860001
2586,보안등,37.5645231237,126.81368304709999
2587,보안등,37.5646403022,126.81360001549999
2588,보안등,37.5646318183,126.8130779046
2589,보안등,37.5648360442,126.8133439506
2590,보안등,37.5645808652,126.8128776908
2591,보안등,37.5643976117,126.8126560768
2592,보안등,37.5643548599,126.81279834629999
2593,보안등,37.5643982115,126.81218295469999
2594,보안등,37.5645818288,126.81268991120001
2595,보안등,37.5646628623,126.81276814700001
2596,보안등,37.5648482614,126.8129225233
2597,보안등,37.5647466645,126.81249040200001
2598,보안등,37.5650669849,126.8127847928
2599,보안등,37.565134465700005,126.8126688328
2600,보안등,37.5648159513,126.81237715420001
2601,보안등,37.5646782718,126.8122591057
2602,보안등,37.5643350478,126.8121238035
2603,보안등,37.5642356283,126.8120422194
2604,보안등,37.5643963935,126.8117203651
2605,보안등,37.5647677256,126.8117969639
2606,보안등,37.5645539211,126.8119110283
2607,보안등,37.5644864878,126.81188663629999
2608,보안등,37.5647563726,126.8121361015
2609,보안등,37.5647677256,126.8117969639
2610,보안등,37.5649377528,126.81299360770001
2611,보안등,37.5659300147,126.8125934941
2612,보안등,37.5657950425,126.8128755593
2613,보안등,37.5657818599,126.8125738308
2614,보안등,37.5653840058,126.81270329620001
2615,보안등,37.5654710882,126.81295978940001
2616,보안등,37.5653638779,126.81285117040001
2617,보안등,37.5650833727,126.8130056944
2618,보안등,37.565230772,126.81340216299999
2619,보안등,37.565469819200004,126.8134105087
2620,보안등,37.5652079858,126.81380731959999
2621,보안등,37.565039887,126.8136530104
2622,보안등,37.5648987411,126.8135071237
2623,보안등,37.564965522,126.813746349
2624,보안등,37.564815864,126.8135733186
2625,보안등,37.5646480956,126.8140855688
2626,보안등,37.5647604513,126.81420108020001
2627,보안등,37.5648436042,126.8143672592
2628,보안등,37.5646339517,126.8142584407
2629,보안등,37.5648854604,126.8147432773
2630,보안등,37.5651902298,126.81460477290001
2631,보안등,37.565286865,126.814062702
2632,보안등,37.565286865,126.814062702
2633,보안등,37.5656034943,126.8139608376
2634,보안등,37.5654533365,126.8138135003
2635,보안등,37.5657493764,126.8136821436
2636,보안등,37.5657018955,126.8134548657
2637,보안등,37.5658109292,126.8135774038
2638,보안등,37.566072454200004,126.8136130858
2639,보안등,37.565930092100004,126.8130401379
2640,보안등,37.566019252,126.8131864951
2641,보안등,37.5660694592,126.81308642360001
2642,보안등,37.5662598906,126.81317570709999
2643,보안등,37.5662754938,126.81329972389999
2644,보안등,37.5663081299,126.81342641479999
2645,보안등,37.5664982499,126.8136610361
2646,보안등,37.5663712593,126.8138638489
2647,보안등,37.56636885,126.8139930043
2648,보안등,37.566103412800004,126.8139332212
2649,보안등,37.5658798079,126.8141760018
2650,보안등,37.5658460816,126.8140430886
2651,보안등,37.5658021337,126.8143997428
2652,보안등,37.565681352199995,126.8144264154
2653,보안등,37.5653872754,126.8143741728
2654,보안등,37.5652879509,126.8146387135
2655,보안등,37.5652694214,126.81471584049999
2656,보안등,37.5657314309,126.8147600849
2657,보안등,37.5659356576,126.8146843084
2658,보안등,37.5659257227,126.81449689200001
2659,보안등,37.566174472,126.8146018808
2660,보안등,37.5662747865,126.8145659775
2661,보안등,37.5664986812,126.81427780690001
2662,보안등,37.5660834022,126.81495967149999
2663,보안등,37.5659230447,126.8149721794
2664,보안등,37.5655924593,126.8149655266
2665,보안등,37.5650596768,126.815007592
2666,보안등,37.5647383594,126.81487822129999
2667,보안등,37.564652763000005,126.81504945879999
2668,보안등,37.5738094974,126.8142582943
2669,보안등,37.5739956745,126.8145077803
2670,보안등,37.5678720128,126.814014282
2671,보안등,37.5703507476,126.8195942158
2672,보안등,37.570249799,126.8135966771
2673,보안등,37.5736843543,126.80569722940001
2674,보안등,37.5669602379,126.8161628695
2675,보안등,37.5722530079,126.8121370821
2676,보안등,37.5728318624,126.8122856174
2677,보안등,37.569108631199995,126.8129898589
2678,보안등,37.5666746376,126.81381521450001
2679,보안등,37.5725233327,126.81761240670001
2680,보안등,37.5704058234,126.8138073985
2681,보안등,37.5668793642,126.815435027
2682,보안등,37.573642484299995,126.80686624879999
2683,보안등,37.5708205106,126.81361053629999
2684,보안등,37.5646318183,126.8130779046
2685,보안등,37.5650676255,126.81507786200001
2686,보안등,37.566679563899996,126.813169339
2687,보안등,37.5683563277,126.8156420344
2688,보안등,37.5678257558,126.8143348433
2689,보안등,37.5703560357,126.81630428129999
2690,보안등,37.5691220019,126.822287459
2691,보안등,37.568109229099996,126.8223108057
2692,보안등,37.5747686827,126.8109584382
2693,보안등,37.571093016,126.8187898595
2694,보안등,37.5744010578,126.81406630629999
2695,보안등,37.5744010578,126.81406630629999
2696,보안등,37.5744010578,126.81406630629999
2697,보안등,37.5744010578,126.81406630629999
2698,보안등,37.5744010578,126.81406630629999
2699,보안등,37.5700355265,126.81352940709999
2700,보안등,37.566675126199996,126.8139536449
2701,보안등,37.568922823200005,126.8129753819
2702,보안등,37.5726199634,126.82141294719999
2703,보안등,37.5722136004,126.814394021
2704,보안등,37.573159456999996,126.81301946319999
2705,보안등,37.568109229099996,126.8223108057
2706,보안등,37.5680780702,126.8145297002
2707,보안등,37.5724367878,126.8178721829
2708,보안등,37.572759733299996,126.8196519099
2709,보안등,37.572274121,126.8196082542
2710,보안등,37.5716851898,126.8147523581
2711,보안등,37.5697471141,126.81547639819999
2712,보안등,,
2713,보안등,37.5620560888,126.8074376303
2714,보안등,37.5622487493,126.8076757253
2715,보안등,37.5622319549,126.80809669770001
2716,보안등,37.5625085428,126.8081412618
2717,보안등,37.5625085428,126.8081412618
2718,보안등,37.5629433333,126.8083447844
2719,보안등,37.562805586799996,126.8086321728
2720,보안등,37.5630606429,126.8087337262
2721,보안등,37.5629646569,126.80904919059999
2722,보안등,37.5630606429,126.8087337262
2723,보안등,37.5630324106,126.8093272256
2724,보안등,37.562991065300004,126.8095010693
2725,보안등,37.5628712567,126.80934834899999
2726,보안등,37.5621374188,126.8080278984
2727,보안등,37.5620560888,126.8074376303
2728,보안등,37.5630878521,126.80956929959999
2729,보안등,37.563162714899995,126.8095073101
2730,보안등,37.5632358408,126.80926241799999
2731,보안등,37.5632862531,126.80912409049999
2732,보안등,37.5630324106,126.8093272256
2733,보안등,37.5632365956,126.8094508691
2734,보안등,37.5633776336,126.8093034823
2735,보안등,37.5633776336,126.8093034823
2736,보안등,37.5633657904,126.80894426270001
2737,보안등,37.5633657904,126.80894426270001
2738,보안등,37.5631878054,126.80903186959999
2739,보안등,37.5630606429,126.8087337262
2740,보안등,37.5632371054,126.8085407474
2741,보안등,37.5636808275,126.80958816370001
2742,보안등,37.5634654168,126.8097106125
2743,보안등,37.5632832764,126.8098478033
2744,보안등,37.5634705008,126.80995824909999
2745,보안등,37.5636907512,126.8099875706
2746,보안등,37.5637501216,126.80964876809999
2747,보안등,37.5638544821,126.80988811709999
2748,보안등,37.5637988656,126.809537156
2749,보안등,37.5637988656,126.809537156
2750,보안등,37.5637488812,126.8092709572
2751,보안등,37.563622203200005,126.8092163851
2752,보안등,37.5637463888,126.8091782644
2753,보안등,37.5638884072,126.808913047
2754,보안등,37.5636361551,126.80904079870001
2755,보안등,37.5636438127,126.808762003
2756,보안등,37.5634257556,126.8088631821
2757,보안등,37.5633377365,126.808645752
2758,보안등,37.5633975664,126.8083703325
2759,보안등,37.563564013699995,126.80861314180001
2760,보안등,37.5636689685,126.8086063085
2761,보안등,37.5636689685,126.8086063085
2762,보안등,37.563710209499995,126.80870229760001
2763,보안등,37.563868621,126.8085458092
2764,보안등,37.5636713214,126.8083904575
2765,보안등,37.5636552638,126.80826723950001
2766,보안등,37.5635206015,126.8082896557
2767,보안등,37.5633975664,126.8083703325
2768,보안등,37.5629433333,126.8083447844
2769,보안등,37.5631028871,126.80794902129999
2770,보안등,37.5630429492,126.80810186129999
2771,보안등,37.5632174686,126.8080443684
2772,보안등,37.5638749712,126.8078513972
2773,보안등,37.5637261256,126.80779529979999
2774,보안등,37.563842415100005,126.80766687459999
2775,보안등,37.5636046169,126.8076511872
2776,보안등,37.5635035289,126.8073770858
2777,보안등,37.5634264373,126.8072320676
2778,보안등,37.5632082075,126.80728186530001
2779,보안등,37.5628630757,126.8076928215
2780,보안등,37.5628630757,126.8076928215
2781,보안등,37.5627346696,126.8071868785
2782,보안등,37.563510349,126.8069190069
2783,보안등,37.5638634383,126.807077801
2784,보안등,37.5639505158,126.80710315649999
2785,보안등,37.564131721799995,126.8067272502
2786,보안등,37.5643347062,126.80710691969999
2787,보안등,37.5639525122,126.8072773447
2788,보안등,37.5638251631,126.8072537905
2789,보안등,37.5640663503,126.8074690153
2790,보안등,37.5640829579,126.8078741794
2791,보안등,37.5640652978,126.80826177440001
2792,보안등,37.564047489699995,126.8084477849
2793,보안등,37.564149890900005,126.8084219426
2794,보안등,37.5643192339,126.8086169822
2795,보안등,37.5641118432,126.80879510209999
2796,보안등,37.563927113000005,126.80877893590001
2797,보안등,37.5643927105,126.8089788786
2798,보안등,37.5642501384,126.8089573977
2799,보안등,37.5640958336,126.80914658639999
2800,보안등,37.564136436,126.80940534
2801,보안등,37.5643087669,126.8094429316
2802,보안등,37.564135393899996,126.8099885918
2803,보안등,37.563952576300004,126.8100970357
2804,보안등,37.563727734699995,126.8102381831
2805,보안등,37.5643529122,126.809831955
2806,보안등,37.564580565199996,126.8102062517
2807,보안등,37.5643486338,126.8096929726
2808,보안등,37.5644374572,126.8094045731
2809,보안등,37.5647323473,126.8096245369
2810,보안등,37.5646608586,126.8094323007
2811,보안등,37.5647333522,126.8091866129
2812,보안등,37.5646323103,126.8091616299
2813,보안등,37.5645500825,126.80901492299999
2814,보안등,37.5646426107,126.8086229462
2815,보안등,37.564840053800005,126.8086446258
2816,보안등,37.5650693049,126.8085568849
2817,보안등,37.5652023269,126.80874534200001
2818,보안등,37.565231757,126.8082255074
2819,보안등,37.5651715027,126.8084612059
2820,보안등,37.5651060994,126.8080783459
2821,보안등,37.564842381999995,126.80835802940001
2822,보안등,37.5646135611,126.80826659450001
2823,보안등,37.564476218,126.8082472519
2824,보안등,37.5643195571,126.8083718192
2825,보안등,37.564429540999996,126.80785597170001
2826,보안등,37.5647563567,126.8080928256
2827,보안등,37.5648848355,126.8079801008
2828,보안등,37.5647717771,126.80776873079999
2829,보안등,37.5647575711,126.8073447677
2830,보안등,37.5644316809,126.8077314607
2831,보안등,37.564401086,126.8074789066
2832,보안등,37.5644321205,126.8073379092
2833,보안등,37.5647575711,126.8073447677
2834,보안등,37.5649779877,126.8073651398
2835,보안등,37.5651234136,126.8073683874
2836,보안등,37.5643347062,126.80710691969999
2837,보안등,37.565237680500005,126.80738110969999
2838,보안등,37.5652394248,126.80751149780001
2839,보안등,37.565162846199996,126.80768102399999
2840,보안등,37.5651170457,126.80749675870001
2841,보안등,37.565162846199996,126.80768102399999
2842,보안등,37.5652023269,126.80874534200001
2843,보안등,37.5646602999,126.8099241002
2844,보안등,37.5649170136,126.8099366909
2845,보안등,37.5647849583,126.8102357277
2846,보안등,37.565124446700004,126.81017566930001
2847,보안등,37.5650362884,126.8099821157
2848,보안등,37.5647849583,126.8102357277
2849,보안등,37.5647073849,126.8105176475
2850,보안등,37.5650396925,126.8105305015
2851,보안등,37.564771048000004,126.81071907280001
2852,보안등,37.565289329,126.8103440144
2853,보안등,37.565107178699996,126.8106438579
2854,보안등,37.5649459012,126.8108690567
2855,보안등,37.5654682418,126.81027247850001
2856,보안등,37.565234444699996,126.81067228559999
2857,보안등,37.5651284884,126.81084131680001
2858,보안등,37.5652976414,126.8114272034
2859,보안등,37.56498389,126.81141158209999
2860,보안등,37.5644433092,126.81108357120002
2861,보안등,37.5646129697,126.8104671788
2862,보안등,37.5641822785,126.8106820791
2863,보안등,37.5641822785,126.8106820791
2864,보안등,37.5640055544,126.8102648694
2865,보안등,37.5650420429,126.8095833408
2866,보안등,37.5649936162,126.80983598569999
2867,보안등,37.5651617038,126.8097005252
2868,보안등,37.5655206211,126.809955984
2869,보안등,37.5655206211,126.809955984
2870,보안등,37.5652890953,126.81008651209999
2871,보안등,37.5655828182,126.810365908
2872,보안등,37.5656368957,126.8102648067
2873,보안등,37.565696739,126.8101634642
2874,보안등,37.565718684400004,126.8098593836
2875,보안등,37.5655803637,126.8097363597
2876,보안등,37.5654115229,126.8096280152
2877,보안등,37.5653271853,126.80951357020001
2878,보안등,37.5652422906,126.80911004469999
2879,보안등,37.565342154899994,126.80918687110001
2880,보안등,37.5655898801,126.80932421600001
2881,보안등,37.5655636353,126.8089738513
2882,보안등,37.5654778454,126.80890876069999
2883,보안등,37.565363574,126.8088375177
2884,보안등,37.565544337199995,126.8094652517
2885,보안등,37.5655574709,126.80956403180001
2886,보안등,37.5658599568,126.8095776368
2887,보안등,37.5658600976,126.8097767358
2888,보안등,37.5659241441,126.80926529799999
2889,보안등,37.566097941399995,126.8094298849
2890,보안등,37.566031691300005,126.8093015839
2891,보안등,37.5660229287,126.8090643617
2892,보안등,37.5660890449,126.8088312494
2893,보안등,37.56614216,126.8086931358
2894,보안등,37.5661808729,126.8085635481
2895,보안등,37.5664400564,126.80843226379999
2896,보안등,37.5661707134,126.808243814
2897,보안등,37.5665617335,126.8080703101
2898,보안등,37.5664196747,126.80792137719999
2899,보안등,37.5666610879,126.80766721139999
2900,보안등,37.5668947203,126.8079467572
2901,보안등,37.5662530483,126.8076800322
2902,보안등,37.5666610879,126.80766721139999
2903,보안등,37.5669286229,126.8077961267
2904,보안등,37.566357076399996,126.8074916435
2905,보안등,37.5661095786,126.80705344540002
2906,보안등,37.5660047772,126.8081495
2907,보안등,37.5660047772,126.8081495
2908,보안등,37.5660047772,126.8081495
2909,보안등,37.5655141462,126.8085693291
2910,보안등,37.5658997397,126.8086050156
2911,보안등,37.5655697494,126.8079663448
2912,보안등,37.5659278907,126.806638963
2913,보안등,37.5659664952,126.8062798274
2914,보안등,37.5658402961,126.8062982644
2915,보안등,37.566162741599996,126.8063406678
2916,보안등,37.5662928029,126.8060404919
2917,보안등,37.5667524549,126.8063481964
2918,보안등,37.5667524549,126.8063481964
2919,보안등,37.567060667,126.80595304190001
2920,보안등,37.5674023252,126.8062829005
2921,보안등,37.5676445523,126.8060875836
2922,보안등,37.5675243881,126.8064343741
2923,보안등,37.5674549781,126.80668889469999
2924,보안등,37.566718674899995,126.8067375451
2925,보안등,37.5669858961,126.8064541044
2926,보안등,37.5666780442,126.8064650881
2927,보안등,37.5665116275,126.8064632548
2928,보안등,37.5666711903,126.8070667116
2929,보안등,37.567015639699996,126.8068457805
2930,보안등,37.566139170300005,126.80680186229999
2931,보안등,37.5664450584,126.80702247159999
2932,보안등,37.567189162800005,126.80706107440001
2933,보안등,37.567541795100006,126.8070506567
2934,보안등,37.5673354548,126.8072084115
2935,보안등,37.5670336132,126.8072033035
2936,보안등,37.5666147509,126.8072094766
2937,보안등,37.5676178418,126.8078810606
