,카테고리,위도,경도
507,보안등,37.559462730199996,126.8089764124
508,보안등,37.5590480922,126.8092552113
509,보안등,37.5592242391,126.8092565731
510,보안등,37.5594840318,126.8092228625
511,보안등,37.5596742309,126.8093337463
512,보안등,37.559969708000004,126.8093031138
513,보안등,37.559609098,126.80961855870001
514,보안등,37.5594003596,126.8099119975
515,보안등,37.5591659677,126.8100532742
516,보안등,37.5590680051,126.80992619690001
517,보안등,37.558782808000004,126.8100742794
518,보안등,37.558782808000004,126.8100742794
519,보안등,37.5585432927,126.8098873516
520,보안등,37.5584864445,126.81011419120001
521,보안등,37.558313302399995,126.81030058120001
522,보안등,37.5582924756,126.8107411209
523,보안등,37.5580995332,126.81037978129999
524,보안등,37.5582580137,126.8101525721
525,보안등,37.5582968051,126.8099028041
526,보안등,37.5580034919,126.8099904692
527,보안등,37.5578694196,126.80970820709999
528,보안등,37.5576623414,126.80996971879999
529,보안등,37.5575546769,126.81002850440001
530,보안등,37.557532548800005,126.80993915129999
531,보안등,37.557173862199996,126.81038744620001
532,보안등,37.557223357199994,126.8102380418
533,보안등,37.5574265801,126.8102680841
534,보안등,37.557709780799996,126.8103912944
535,보안등,37.557709780799996,126.8103912944
536,보안등,37.5574587484,126.81077514520001
537,보안등,37.5574587484,126.81077514520001
538,보안등,37.557365670900005,126.8107722117
539,보안등,37.558150602800005,126.81059378329999
540,보안등,37.5578665089,126.81075623219999
541,보안등,37.5589414556,126.8103996044
542,보안등,37.5576652742,126.8112927452
543,보안등,37.5573579215,126.8113347164
544,보안등,37.5571891486,126.81143733969999
545,보안등,37.5571179125,126.8115142524
546,보안등,37.5570823627,126.81120061889999
547,보안등,37.5568733983,126.8113550647
548,보안등,37.5569819231,126.8107637885
549,보안등,37.5568618975,126.8109244615
550,보안등,37.5568618975,126.8109244615
551,보안등,37.5567048638,126.8110994874
552,보안등,37.5566138723,126.8112178718
553,보안등,37.5564853024,126.81138841100001
554,보안등,37.5564853024,126.81138841100001
555,보안등,37.5568255216,126.81167252879999
556,보안등,37.5568407158,126.8118781301
557,보안등,37.5565431088,126.81170357040001
558,보안등,37.556226748600004,126.8120866695
559,보안등,37.556226748600004,126.8120866695
560,보안등,37.556226748600004,126.8120866695
561,보안등,37.555877887,126.8126562442
562,보안등,37.5558930116,126.8128758768
563,보안등,37.5557589914,126.81290620290001
564,보안등,37.5552615992,126.81299334469999
565,보안등,37.554939382600004,126.8130943075
566,보안등,37.5548188827,126.813412962
567,보안등,37.555333503,126.8131098464
568,보안등,37.5555669021,126.8130788199
569,보안등,37.5558205482,126.81303178510001
570,보안등,37.5559442208,126.8133518716
571,보안등,37.5556851672,126.8133980135
572,보안등,37.5554368198,126.8134342823
573,보안등,37.5550105701,126.8134416826
574,보안등,37.554483352800005,126.81369899129999
575,보안등,37.5545729548,126.8141264448
576,보안등,37.5546411276,126.8147362725
577,보안등,37.5548714198,126.81484955379999
578,보안등,37.554972887,126.81468678700001
579,보안등,,
580,보안등,37.5552119361,126.81481102469999
581,보안등,37.5558026293,126.8145814047
582,보안등,37.5556650718,126.8140814054
583,보안등,37.555399531300004,126.8141279002
584,보안등,37.555108754,126.81416879870001
585,보안등,37.5549069236,126.81416420709999
586,보안등,37.555104561,126.8138520388
587,보안등,37.5553858177,126.8140017462
588,보안등,37.555108754,126.81416879870001
589,보안등,37.5557269686,126.8137373169
590,보안등,37.556000309699996,126.8137810008
591,보안등,37.5560417501,126.8141206463
592,보안등,37.5560756157,126.8144568026
593,보안등,37.556115345100004,126.8149131357
594,보안등,37.5560985803,126.81462198
595,보안등,37.5558616295,126.81491636620001
596,보안등,37.5558616295,126.81491636620001
597,보안등,37.5554585445,126.81498707790001
598,보안등,37.5551976025,126.8150360478
599,보안등,37.5550201808,126.8150836793
600,보안등,37.555224328899996,126.81536022200001
601,보안등,37.555044310700005,126.81536077930001
602,보안등,37.554704017,126.8151385567
603,보안등,37.5543689174,126.8149538963
604,보안등,37.554516526,126.8145680681
605,보안등,37.554323046,126.81448774309999
606,보안등,37.5543098113,126.8139214658
607,보안등,37.554202478,126.8140774564
608,보안등,37.5540399575,126.8142614236
609,보안등,37.5539043307,126.8144736161
610,보안등,37.5541228631,126.8147290676
611,보안등,37.5542506817,126.814880514
612,보안등,37.554577745799996,126.8151695382
613,보안등,37.5545944079,126.8153382364
614,보안등,37.554949353400005,126.8155386944
615,보안등,37.554723210700004,126.8154281167
616,보안등,37.5551570548,126.81607235790001
617,보안등,37.5553440997,126.81601327450001
618,보안등,37.555029365900005,126.8158298033
619,보안등,37.5553644018,126.8154549418
620,보안등,37.555537448,126.8154324463
621,보안등,37.5557474962,126.81539141200001
622,보안등,37.5559113366,126.81535886649999
623,보안등,37.5559113366,126.81535886649999
624,보안등,37.555872631199996,126.8150374351
625,보안등,37.555729965,126.8150703817
626,보안등,37.555342542199995,126.8151315471
627,보안등,37.5554470721,126.8157747917
628,보안등,37.5559280692,126.8156882745
629,보안등,37.5559280692,126.8156882745
630,보안등,37.5562355028,126.81587029399999
631,보안등,37.5561908627,126.8154402282
632,보안등,37.556428151999995,126.81588068469999
633,보안등,37.5567484304,126.8156908941
634,보안등,37.5567325325,126.8155496907
635,보안등,37.5565271574,126.81540997329999
636,보안등,37.556502051799995,126.8151426032
637,보안등,37.5564728639,126.8148579276
638,보안등,37.556343854,126.8150960265
639,보안등,37.5561633722,126.81526091469999
640,보안등,37.5562623165,126.81446595950001
641,보안등,37.556187044299996,126.8138115459
642,보안등,37.5561586048,126.8135463361
643,보안등,37.5561978469,126.8127800481
644,보안등,37.5562407744,126.8132604792
645,보안등,37.5562407744,126.8132604792
646,보안등,37.5562614796,126.81353430969999
647,보안등,37.5563045375,126.8139279365
648,보안등,37.5565460999,126.81416013649999
649,보안등,37.5563556897,126.8143130555
650,보안등,37.5571677623,126.8156961992
651,보안등,37.5574580865,126.8157111024
652,보안등,37.5574580865,126.8157111024
653,보안등,37.5578849531,126.81592587950001
654,보안등,37.5579974527,126.81567253879999
655,보안등,37.558113539000004,126.81592792020001
656,보안등,37.5581024654,126.8151836941
657,보안등,37.558106409699995,126.8150557941
658,보안등,37.558255029,126.8146248997
659,보안등,37.558255029,126.8146248997
660,보안등,37.5583490788,126.81432916
661,보안등,37.558529778899995,126.8141321217
662,보안등,37.558700899,126.8138023483
663,보안등,37.5588245174,126.81363216
664,보안등,37.5592443512,126.813384837
665,보안등,37.5588375087,126.8132436996
666,보안등,37.5583582307,126.8135045253
667,보안등,37.5583565435,126.8138627366
668,보안등,37.5583565435,126.8138627366
669,보안등,37.558103553,126.8136400673
670,보안등,37.5577052896,126.8136254407
671,보안등,37.5575150143,126.8139777799
672,보안등,37.5575150143,126.8139777799
673,보안등,37.5576998129,126.81398048940001
674,보안등,37.5580951787,126.8139860708
675,보안등,37.5582341366,126.814230415
676,보안등,37.5583442911,126.8142067137
677,보안등,37.558178752399996,126.8145342073
678,보안등,37.5580468551,126.81453962719999
679,보안등,37.557689514,126.8145357594
680,보안등,37.5575071421,126.81452919450001
681,보안등,37.55767036,126.8149039702
682,보안등,37.5580904248,126.81468721540001
683,보안등,37.5579848552,126.8150493039
684,보안등,37.5579824603,126.8151885175
685,보안등,37.5579974527,126.81567253879999
686,보안등,37.557399613899996,126.81536639870001
687,보안등,37.5572966745,126.8155677664
688,보안등,37.5569803502,126.8153470616
