,카테고리,lnt,lat
300,와이파이,37.54266,126.84693999999999
301,와이파이,37.542118,126.84589
302,와이파이,37.541668,126.846924
303,와이파이,37.54268,126.84806
304,와이파이,37.541595,126.84833
305,와이파이,37.540302000000004,126.84852
306,와이파이,37.542159999999996,126.84961000000001
307,와이파이,37.541523,126.8506
308,와이파이,37.5407,126.851
309,와이파이,37.54007,126.85139
310,와이파이,37.539017,126.85162
311,와이파이,37.539032,126.84883
312,와이파이,37.539085,126.84801999999999
313,와이파이,37.538746,126.84706000000001
314,와이파이,37.539406,126.84659599999999
315,와이파이,37.54012,126.84645
316,와이파이,37.53868,126.84508000000001
317,와이파이,37.54,126.84458000000001
318,와이파이,37.53947,126.843056
319,와이파이,37.53737,126.84466599999999
320,와이파이,37.539707,126.84698999999999
321,와이파이,37.53864,126.85046000000001
322,와이파이,37.546463,126.8471
323,와이파이,37.546640000000004,126.84608999999999
324,와이파이,37.544014000000004,126.84765
325,와이파이,37.5379,126.84445
326,와이파이,37.5379,126.84445
327,와이파이,37.5379,126.84445
328,와이파이,37.5379,126.84445
329,와이파이,37.5379,126.84445
330,와이파이,37.535477,126.84108
331,와이파이,37.563313,126.85257
332,와이파이,37.5355,126.84105
333,와이파이,37.53069,126.8415
334,와이파이,37.53069,126.8415
335,와이파이,37.53205,126.85445
336,와이파이,37.53205,126.85445
337,와이파이,37.53033,126.841576
338,와이파이,37.530506,126.84158000000001
339,와이파이,37.540554,126.84116000000002
340,와이파이,37.539253,126.83423
341,와이파이,37.538513,126.83473000000001
342,와이파이,37.53779,126.8351
343,와이파이,37.539547,126.83588400000001
344,와이파이,37.5386,126.836205
345,와이파이,37.537975,126.83693999999998
346,와이파이,37.538937,126.83923
347,와이파이,37.539916999999996,126.84100000000001
348,와이파이,37.538635,126.84178999999999
349,와이파이,37.536175,126.83926000000001
350,와이파이,37.535206,126.83981999999999
351,와이파이,37.535323999999996,126.84143999999999
352,와이파이,37.534534,126.84299999999999
353,와이파이,37.53373,126.83986000000002
354,와이파이,37.534107,126.84213000000001
355,와이파이,37.53047,126.83895
356,와이파이,37.53183,126.83903000000001
357,와이파이,37.532340000000005,126.839455
358,와이파이,37.533325,126.8421
359,와이파이,37.533770000000004,126.84428999999999
360,와이파이,37.53318,126.8438
361,와이파이,37.53223,126.84448
362,와이파이,37.531876000000004,126.84583
363,와이파이,37.5318,126.84325
364,와이파이,37.53215,126.84222
365,와이파이,37.532043,126.84133
366,와이파이,37.531166,126.83971399999999
367,와이파이,37.530803999999996,126.838486
368,와이파이,37.53047,126.83895
369,와이파이,37.530632000000004,126.840546
370,와이파이,37.530674,126.8425
371,와이파이,37.530922,126.84543000000001
372,와이파이,37.53116,126.84643999999999
373,와이파이,37.530066999999995,126.84508999999998
374,와이파이,37.52925,126.84291
375,와이파이,37.528954,126.84141000000001
376,와이파이,37.52841,126.84151999999999
377,와이파이,37.528904,126.84013999999999
378,와이파이,37.529365999999996,126.84017
379,와이파이,37.5283,126.84433
380,와이파이,37.528427,126.84578
381,와이파이,37.528774,126.847305
382,와이파이,37.533226,126.845665
383,와이파이,37.532646,126.84601599999999
384,와이파이,37.53188,126.84648
385,와이파이,37.531009999999995,126.84701000000001
386,와이파이,37.5337,126.83842
387,와이파이,37.533085,126.83878999999999
388,와이파이,37.532333,126.840355
389,와이파이,37.528477,126.843025
390,와이파이,37.53052,126.8448
391,와이파이,37.530605,126.84607
392,와이파이,37.530640000000005,126.84669
393,와이파이,37.538115999999995,126.83623999999999
394,와이파이,37.532059999999994,126.84483999999999
395,와이파이,37.531209999999994,126.84141000000001
396,와이파이,37.529594,126.84058
397,와이파이,37.53795,126.840294
398,와이파이,37.537259999999996,126.83625
399,와이파이,37.537341999999995,126.83668
400,와이파이,37.530464,126.84158000000001
401,와이파이,37.538140000000006,126.84145
402,와이파이,37.538140000000006,126.84145
403,와이파이,37.538140000000006,126.84145
404,와이파이,37.538140000000006,126.84145
405,와이파이,37.538140000000006,126.84145
406,와이파이,37.538140000000006,126.84145
407,와이파이,37.53205,126.85445
408,와이파이,37.542736,126.838326
409,와이파이,37.542736,126.838326
410,와이파이,37.531796,126.85436000000001
411,와이파이,37.531815,126.85458999999999
412,와이파이,37.53094,126.85264
413,와이파이,37.53157,126.85656999999999
414,와이파이,37.531704,126.85763
415,와이파이,37.536590000000004,126.85173
416,와이파이,37.536182000000004,126.85311000000002
417,와이파이,37.537052,126.85392
418,와이파이,37.535084000000005,126.85115
419,와이파이,37.53526,126.85423999999999
420,와이파이,37.53438,126.85376000000001
421,와이파이,37.534366999999996,126.85233000000001
422,와이파이,37.53355,126.8538
423,와이파이,37.533443,126.85194399999999
424,와이파이,37.53255,126.85128
425,와이파이,37.53187,126.85186000000002
426,와이파이,37.532536,126.85721000000001
427,와이파이,37.530772999999996,126.856544
428,와이파이,37.530457,126.85372
429,와이파이,37.530167,126.85148999999998
430,와이파이,37.529682,126.85158500000001
431,와이파이,37.530097999999995,126.85512
432,와이파이,37.529007,126.85172
433,와이파이,37.529167,126.8532
434,와이파이,37.529278000000005,126.85418
435,와이파이,37.52942,126.8552
436,와이파이,37.529587,126.85663999999998
437,와이파이,37.529385,126.84936
438,와이파이,37.531859999999995,126.85441000000002
439,와이파이,37.542736,126.838326
440,와이파이,37.542736,126.838326
441,와이파이,37.534554,126.8607
442,와이파이,37.534554,126.8607
443,와이파이,37.542429999999996,126.83843999999999
444,와이파이,37.544666,126.83506000000001
445,와이파이,37.544709999999995,126.835175
446,와이파이,37.54789,126.83333600000002
447,와이파이,37.54503,126.83693999999998
448,와이파이,37.544376,126.83753
449,와이파이,37.543617,126.838264
450,와이파이,37.542946,126.83898
451,와이파이,37.54206,126.839836
452,와이파이,37.541477,126.839325
453,와이파이,37.541283,126.83868000000001
454,와이파이,37.541022999999996,126.83766000000001
455,와이파이,37.54739,126.83317
456,와이파이,37.54708,126.834854
457,와이파이,37.546046999999994,126.835495
458,와이파이,37.54432,126.83485
459,와이파이,37.544846,126.83633
460,와이파이,37.544243,126.836205
461,와이파이,37.544315000000005,126.83698000000001
462,와이파이,37.543690000000005,126.83752
463,와이파이,37.543377,126.83641999999999
464,와이파이,37.543659999999996,126.83523999999998
465,와이파이,37.542526,126.83485
466,와이파이,37.542713,126.83723400000001
467,와이파이,37.542812,126.838356
468,와이파이,37.542034,126.83927
469,와이파이,37.541645,126.83815
470,와이파이,37.54128,126.836716
471,와이파이,37.54149,126.83530400000001
472,와이파이,37.54098,126.83443
473,와이파이,37.54074,126.83453
474,와이파이,37.547703000000006,126.834854
475,와이파이,37.54717,126.83596999999999
476,와이파이,37.540465999999995,126.83508
477,와이파이,37.5402,126.832245
478,와이파이,37.534554,126.8607
479,와이파이,37.534554,126.8607
480,와이파이,37.534554,126.8607
481,와이파이,37.551765,126.85006000000001
482,와이파이,37.551765,126.85006000000001
483,와이파이,37.534542,126.8605
484,와이파이,37.534653000000006,126.860855
485,와이파이,37.566241999999995,126.84503000000001
486,와이파이,37.536784999999995,126.85573600000001
487,와이파이,37.53614,126.85565
488,와이파이,37.53884,126.85768
489,와이파이,37.53689,126.85889399999999
490,와이파이,37.536232,126.86075
491,와이파이,37.535579999999996,126.85685
492,와이파이,37.535022999999995,126.85604
493,와이파이,37.534572999999995,126.85796
494,와이파이,37.53471,126.857025
495,와이파이,37.533627,126.86005
496,와이파이,37.535470000000004,126.85873000000001
497,와이파이,37.534393,126.85988600000002
498,와이파이,37.53502,126.86173000000001
499,와이파이,37.53338,126.86185
500,와이파이,37.53454,126.8629
501,와이파이,37.533229999999996,126.858246
502,와이파이,37.53338,126.85755
503,와이파이,37.53131,126.85811000000001
504,와이파이,37.531178000000004,126.8603
505,와이파이,37.531776,126.86196000000001
506,와이파이,37.53184,126.86313
507,와이파이,37.53001,126.85833000000001
508,와이파이,37.530155,126.85938
509,와이파이,37.53024,126.86202
510,와이파이,37.53522,126.863335
511,와이파이,37.53432,126.86341000000002
512,와이파이,37.533035,126.863525
513,와이파이,37.532402000000005,126.86315
514,와이파이,37.532276,126.86216999999999
515,와이파이,37.532204,126.8616
516,와이파이,37.532055,126.86041000000002
517,와이파이,37.531914,126.85928999999999
518,와이파이,37.531837,126.85866000000001
519,와이파이,37.53097,126.85918400000001
520,와이파이,37.53137,126.862854
521,와이파이,37.534542,126.86077
522,와이파이,37.534542,126.86077
523,와이파이,37.550938,126.84964
524,와이파이,37.550938,126.84964
525,와이파이,37.550938,126.84964
526,와이파이,37.550938,126.84964
527,와이파이,37.550938,126.84964
528,와이파이,37.550938,126.84964
529,와이파이,37.550938,126.84964
530,와이파이,37.550938,126.84964
531,와이파이,37.550938,126.84964
532,와이파이,37.550938,126.84964
533,와이파이,37.550938,126.84964
534,와이파이,37.550938,126.84964
535,와이파이,37.550938,126.84964
536,와이파이,37.550938,126.84964
537,와이파이,37.550938,126.84964
538,와이파이,37.550938,126.84964
539,와이파이,37.550938,126.84964
540,와이파이,37.550938,126.84964
541,와이파이,37.550938,126.84964
542,와이파이,37.550938,126.84964
543,와이파이,37.550938,126.84964
544,와이파이,37.550938,126.84964
545,와이파이,37.550938,126.84964
546,와이파이,37.550938,126.84964
547,와이파이,37.550938,126.84964
548,와이파이,37.551144,126.84957
549,와이파이,37.550804,126.84928000000001
550,와이파이,37.550697,126.84948
551,와이파이,37.551033000000004,126.84976999999999
552,와이파이,37.550938,126.84964
553,와이파이,37.550938,126.84964
554,와이파이,37.549816,126.85101999999999
555,와이파이,37.549816,126.85101999999999
556,와이파이,37.552795,126.85048
557,와이파이,37.553818,126.87092
558,와이파이,37.553104,126.84808000000001
559,와이파이,37.53267,126.84832
560,와이파이,37.53267,126.84832
561,와이파이,37.551838000000004,126.85000600000001
562,와이파이,37.550938,126.84964
563,와이파이,37.550938,126.84964
564,와이파이,37.550938,126.84964
565,와이파이,37.550938,126.84964
566,와이파이,37.550938,126.84964
567,와이파이,37.550938,126.84964
568,와이파이,37.550938,126.84964
569,와이파이,37.549816,126.85101999999999
570,와이파이,37.553818,126.87092
571,와이파이,37.550938,126.84964
572,와이파이,37.553818,126.87092
573,와이파이,37.553303,126.848366
574,와이파이,37.553253000000005,126.849434
575,와이파이,37.55338,126.853714
576,와이파이,37.552859999999995,126.85343999999999
577,와이파이,37.55215,126.85304
578,와이파이,37.551395,126.85265
579,와이파이,37.550216999999996,126.85198999999999
580,와이파이,37.549633,126.85153000000001
581,와이파이,37.554188,126.85061
582,와이파이,37.55369,126.84905
583,와이파이,37.55199,126.84576000000001
584,와이파이,37.551407,126.84792
585,와이파이,37.552593,126.84891999999999
586,와이파이,37.550827000000005,126.84676
587,와이파이,37.54978,126.84673000000001
588,와이파이,37.554707,126.8537
589,와이파이,37.553546999999995,126.85253
590,와이파이,37.553470000000004,126.8548
591,와이파이,37.552486,126.854225
592,와이파이,37.552944000000004,126.85136399999999
593,와이파이,37.551777,126.85212
594,와이파이,37.551216,126.8536
595,와이파이,37.549675,126.85361999999999
596,와이파이,37.549155999999996,126.8525
597,와이파이,37.54822,126.8531
598,와이파이,37.54724,126.85176000000001
599,와이파이,37.54929,126.84982
600,와이파이,37.54857,126.84948999999999
601,와이파이,37.554558,126.85311999999999
602,와이파이,37.551970000000004,126.846176
603,와이파이,37.551876,126.855675
604,와이파이,37.551113,126.85711
605,와이파이,37.549927000000004,126.85242
606,와이파이,37.548107,126.85106999999999
607,와이파이,37.550841999999996,126.847626
